year;ID_Lp;AB_Oc
2000;NA;45
2000;NA;4
2000;NA;37
2000;NA;22
2000;NA;15
2000;7;5
2000;7;224
2000;74;26
2000;NA;18
2000;NA;18
2000;NA;6
2000;NA;11
2000;NA;43
2000;7;0
2000;7;30
2000;74;25
2000;74;46
2000;74;76
2000;74;22
2000;74;18
2000;74;111
2000;74;243
2000;NA;8
2000;NA;26
2000;NA;22
2000;NA;48
2000;NA;105
2000;NA;17
2000;NA;16
2000;NA;24
2000;NA;11
2000;NA;18
2000;NA;45
2000;NA;16
2000;NA;46
2000;NA;11
2000;NA;5
2000;NA;16
2000;NA;58
2000;NA;84
2000;NA;8
2000;NA;13
2000;NA;38
2000;NA;3
2000;NA;10
2000;NA;2
2000;NA;4
2000;NA;5
2000;NA;1
2000;NA;21
2000;NA;15
2000;NA;31
2000;NA;20
2000;NA;12
2000;NA;6
2000;NA;9
2000;74;7
2000;74;13
2000;NA;14
2000;NA;11
2000;74;10
2000;NA;42
2000;NA;30
2000;NA;28
2000;NA;17
2000;NA;7
2000;NA;0
2000;NA;20
2000;NA;21
2000;NA;28
2000;NA;0
2000;NA;15
2000;NA;0
2000;NA;6
2000;74;8
2000;74;34
2000;74;6
2000;74;20
2000;74;61
2000;74;18
2000;74;5
2000;NA;2
2000;NA;35
2000;NA;25
2000;NA;1
2000;74;10
2000;74;47
2000;74;11
2000;74;1
2000;74;11
2000;NA;12
2000;74;48
2000;NA;12
2000;NA;4
2000;74;27
2000;7;68
2000;NA;28
2000;74;94
2000;74;57
2000;74;101
2000;74;10
2000;74;56
2000;74;3
2000;NA;27
2000;NA;2
2000;NA;0
2000;NA;2
2000;NA;10
2000;NA;3
2000;NA;22
2000;NA;15
2000;74;11
2000;74;18
2000;74;8
2000;74;31
2000;NA;4
2000;NA;25
2000;NA;54
2000;NA;14
2000;NA;79
2000;NA;11
2000;NA;41
2000;NA;19
2000;NA;39
2000;NA;7
2000;NA;15
2000;202;15
2000;202;42
2000;202;49
2000;202;16
2000;202;8
2000;202;11
2000;202;1
2000;NA;23
2000;NA;3
2000;NA;0
2000;NA;14
2000;202;113
2000;202;8
2000;18;77
2000;18;10
2000;NA;7
2000;NA;3
2000;NA;3
2000;NA;32
2000;NA;0
2000;NA;0
2000;NA;1
2000;NA;15
2000;NA;4
2000;NA;8
2000;NA;51
2000;NA;3
2000;NA;7
2000;74;40
2000;NA;11
2000;NA;10
2000;NA;33
2000;27;1
2000;NA;296
2000;NA;70
2000;NA;253
2000;NA;7
2000;NA;24
2000;NA;150
2000;NA;1
2000;NA;1
2000;NA;7
2000;NA;536
2000;27;45
2000;27;50
2000;NA;7
2000;NA;20
2000;NA;10
2000;7;14
2000;7;18
2000;74;14
2000;74;119
2000;74;6
2000;74;2
2000;74;97
2000;7;1
2000;7;27
2000;7;18
2000;NA;8
2000;NA;2
2000;NA;16
2000;NA;0
2000;NA;1
2000;NA;49
2000;NA;9
2000;NA;18
2000;NA;4
2000;NA;11
2000;NA;8
2000;NA;1
2000;NA;0
2000;NA;27
2000;NA;1
2000;74;12
2000;74;6
2000;74;13
2000;74;12
2000;NA;4
2000;NA;18
2000;NA;15
2000;NA;79
2000;52;426
2000;7;16
2000;NA;27
2000;NA;18
2000;NA;5
2000;NA;21
2000;74;19
2000;74;40
2000;74;26
2000;74;15
2000;NA;22
2000;NA;14
2000;NA;3
2000;NA;2
2000;NA;12
2000;NA;19
2000;NA;38
2000;NA;39
2000;NA;35
2000;NA;135
2000;NA;55
2000;NA;8
2000;NA;27
2000;NA;1
2000;NA;85
2000;NA;16
2000;NA;34
2000;NA;68
2000;NA;49
2000;NA;11
2000;NA;60
2000;NA;22
2000;NA;38
2000;NA;13
2000;NA;1
2000;NA;0
2000;NA;20
2000;NA;9
2000;NA;56
2000;NA;38
2000;NA;23
2000;NA;26
2000;NA;44
2000;NA;29
2000;NA;16
2000;NA;30
2000;NA;25
2000;NA;26
2000;NA;6
2000;NA;183
2000;NA;39
2000;NA;83
2000;NA;55
2000;NA;343
2000;NA;67
2000;NA;32
2000;NA;79
2000;NA;18
2000;NA;101
2000;NA;129
2000;NA;0
2000;NA;119
2000;NA;46
2000;NA;36
2000;NA;52
2000;NA;35
2000;NA;32
2000;NA;30
2000;NA;36
2000;NA;18
2000;NA;1
2000;NA;100
2000;NA;9
2000;NA;13
2000;NA;107
2000;NA;15
2000;NA;33
2000;NA;38
2000;NA;36
2000;NA;63
2000;NA;84
2000;NA;53
2000;NA;11
2000;NA;61
2000;NA;60
2000;NA;95
2000;NA;12
2000;NA;19
2000;NA;28
2000;NA;113
2000;NA;25
2000;NA;226
2000;NA;29
2000;NA;15
2000;NA;16
2000;NA;128
2000;NA;11
2000;NA;31
2000;NA;91
2000;NA;43
2000;NA;4
2000;NA;48
2000;NA;28
2000;NA;9
2000;NA;36
2000;NA;29
2000;NA;41
2000;NA;57
2000;NA;28
2000;NA;194
2000;NA;82
2000;NA;32
2000;NA;144
2000;NA;20
2000;NA;11
2000;NA;98
2000;NA;33
2000;NA;2
2000;NA;21
2000;NA;1
2000;NA;42
2000;NA;32
2000;NA;53
2000;NA;28
2000;NA;55
2000;NA;71
2000;NA;31
2000;NA;43
2000;NA;13
2000;NA;11
2000;NA;3
2000;NA;3
2000;NA;16
2000;NA;21
2000;NA;27
2000;NA;7
2000;NA;24
2000;NA;28
2000;NA;7
2000;NA;5
2000;NA;4
2000;NA;3
2000;NA;5
2000;NA;2
2000;NA;3
2000;NA;15
2000;NA;2
2000;NA;17
2000;NA;19
2000;NA;0
2000;NA;27
2000;NA;4
2000;NA;6
2000;NA;6
2000;NA;18
2000;NA;23
2000;NA;44
2000;NA;7
2000;NA;13
2000;NA;0
2000;NA;4
2000;NA;2
2000;NA;8
2000;NA;8
2000;NA;16
2000;NA;7
2000;NA;10
2000;NA;5
2000;NA;46
2000;NA;5
2000;NA;19
2000;NA;25
2000;NA;25
2000;NA;9
2000;NA;7
2000;NA;11
2000;NA;16
2000;NA;24
2000;NA;4
2000;NA;7
2000;NA;10
2000;NA;53
2000;NA;13
2000;NA;9
2000;NA;1
2000;NA;18
2000;NA;10
2000;NA;11
2000;NA;1
2000;NA;6
2000;NA;16
2000;NA;8
2000;NA;5
2000;NA;39
2000;NA;7
2000;NA;6
2000;NA;1
2000;NA;9
2000;NA;3
2000;NA;25
2000;NA;14
2000;NA;10
2000;NA;12
2000;NA;7
2000;NA;4
2000;NA;10
2000;NA;7
2000;NA;55
2000;NA;0
2000;NA;189
2000;NA;1
2000;NA;1
2000;NA;0
2000;NA;2
2000;NA;9
2000;NA;60
2000;NA;26
2000;NA;29
2000;NA;3
2000;NA;81
2000;NA;20
2000;NA;9
2000;NA;6
2000;NA;46
2000;NA;11
2000;NA;2
2000;NA;2
2000;NA;17
2000;NA;6
2000;38;28
2000;38;6
2000;NA;13
2000;38;56
2000;38;8
2000;38;3
2000;38;18
2000;38;24
2000;38;5
2000;38;7
2000;38;9
2000;27;15
2000;27;4
2000;27;3
2000;27;140
2000;27;10
2000;27;5
2000;27;5
2000;NA;10
2000;NA;17
2000;27;13
2000;27;21
2000;NA;6
2000;NA;94
2000;NA;3
2000;NA;0
2000;NA;1
2000;NA;4
2000;NA;15
2000;NA;27
2000;NA;3
2000;22;3
2000;22;3
2000;22;40
2000;22;6
2000;22;15
2000;22;3
2000;NA;26
2000;NA;28
2000;NA;23
2000;NA;23
2000;NA;5
2000;NA;1
2000;NA;16
2000;NA;0
2000;NA;1
2000;NA;0
2000;NA;4
2000;NA;3
2000;NA;32
2000;NA;10
2000;NA;14
2000;NA;50
2000;NA;3
2000;NA;18
2000;22;5
2000;22;5
2000;NA;9
2000;22;16
2000;22;66
2000;NA;3
2000;NA;5
2000;18;41
2000;18;0
2000;18;10
2000;202;2
2000;18;5
2000;NA;13
2000;NA;17
2000;NA;17
2000;NA;10
2000;NA;11
2000;NA;14
2000;NA;6
2000;NA;9
2000;NA;26
2000;NA;9
2000;NA;31
2000;NA;6
2000;NA;4
2000;NA;25
2000;NA;38
2000;NA;14
2000;NA;5
2000;NA;8
2000;NA;1
2000;NA;18
2000;NA;9
2000;NA;2
2000;NA;32
2000;NA;2
2000;NA;13
2000;NA;21
2000;NA;36
2000;NA;25
2000;NA;3
2000;NA;22
2000;NA;5
2000;NA;0
2000;NA;13
2000;NA;0
2000;NA;1
2000;202;0
2000;NA;34
2000;NA;7
2000;NA;8
2000;NA;28
2000;NA;4
2000;NA;5
2000;NA;9
2000;NA;4
2000;NA;2
2000;NA;1
2000;NA;15
2000;302;1
2000;302;0
2000;NA;16
2000;NA;10
2000;NA;2
2000;NA;14
2000;NA;2
2000;NA;10
2000;NA;17
2000;NA;13
2000;NA;3
2000;NA;1
2000;NA;55
2000;NA;1
2000;NA;10
2000;NA;12
2000;22;0
2000;NA;2
2000;NA;1
2000;NA;0
2000;NA;0
2000;NA;7
2000;NA;10
2000;NA;6
2000;NA;10
2000;NA;2
2000;NA;0
2000;NA;1
2000;NA;1
2000;NA;6
2000;NA;2
2000;NA;5
2000;NA;93
2000;NA;1
2000;NA;2
2000;302;11
2000;302;0
2000;NA;0
2000;NA;29
2000;NA;100
2000;302;3
2000;302;92
2000;302;26
2000;302;27
2000;302;79
2000;NA;1
2000;NA;9
2000;NA;2
2000;NA;0
2000;NA;2
2000;NA;1
2000;NA;1
2000;NA;1
2000;NA;1
2000;22;4
2000;17;20
2000;NA;0
2000;17;0
2000;17;0
2000;17;18
2000;17;0
2000;17;2
2000;NA;370
2000;NA;1
2000;NA;0
2000;NA;8
2000;NA;13
2000;NA;15
2000;NA;26
2000;NA;3
2000;NA;11
2000;NA;13
2000;NA;20
2000;NA;16
2000;NA;1
2000;NA;0
2000;NA;41
2000;NA;34
2000;NA;5
2000;NA;30
2000;NA;10
2000;202;114
2000;202;16
2000;202;30
2000;202;2
2000;202;11
2000;202;8
2000;NA;13
2000;18;2
2000;202;38
2000;NA;8
2000;NA;213
2000;NA;6
2000;NA;13
2000;NA;3
2000;NA;1
2000;NA;1
2000;NA;1
2000;18;3
2000;202;1
2000;202;16
2000;202;0
2000;202;14
2000;NA;6
2000;NA;52
2000;NA;21
2000;NA;5
2000;NA;14
2000;NA;8
2000;NA;2
2000;NA;13
2000;NA;7
2000;NA;7
2000;NA;88
2000;NA;103
2000;622;191
2000;622;82
2000;622;73
2000;622;105
2000;622;28
2000;622;107
2000;NA;0
2000;NA;1
2000;NA;0
2000;NA;6
2000;NA;16
2000;NA;36
2000;NA;22
2000;302;33
2000;302;8
2000;302;0
2000;302;11
2000;302;258
2000;302;78
2000;302;0
2000;302;12
2000;NA;3
2000;NA;14
2000;NA;139
2000;NA;21
2000;NA;0
2000;NA;32
2000;NA;3
2000;74;12
2000;74;4
2000;74;26
2000;74;10
2000;NA;33
2000;NA;2
2000;NA;1
2000;NA;38
2000;NA;28
2000;NA;1
2000;NA;14
2000;NA;27
2000;NA;48
2000;NA;3
2000;NA;22
2000;202;0
2000;622;165
2000;622;94
2000;622;201
2000;622;49
2000;622;151
2000;622;75
2000;622;103
2000;622;199
2000;622;411
2000;622;73
2000;NA;2
2000;NA;19
2000;NA;5
2000;622;98
2000;622;111
2000;NA;38
2000;NA;46
2000;NA;13
2000;NA;2
2000;NA;23
2000;NA;7
2000;52;1
2000;52;5
2000;NA;0
2000;NA;296
2000;52;171
2000;52;115
2000;52;573
2000;52;793
2000;52;137
2000;52;39
2000;52;41
2000;NA;22
2000;NA;26
2000;NA;106
2000;NA;84
2000;NA;23
2000;NA;6
2000;NA;22
2000;NA;70
2000;NA;23
2000;NA;9
2000;22;3
2000;22;45
2000;22;15
2000;22;28
2000;22;11
2000;22;23
2000;22;6
2000;22;21
2000;22;8
2000;22;6
2000;22;6
2000;22;5
2000;22;2
2000;22;0
2000;7;10
2000;NA;26
2000;7;71
2000;7;38
2000;7;33
2000;NA;4
2000;NA;9
2000;73;117
2000;73;33
2000;73;87
2000;41;93
2000;NA;42
2000;NA;35
2000;41;412
2000;41;44
2000;73;85
2000;73;209
2000;41;158
2000;NA;29
2000;41;51
2000;53;65
2000;NA;35
2000;53;96
2000;53;79
2000;53;31
2000;41;62
2000;41;148
2000;53;209
2000;41;51
2000;53;132
2000;53;110
2000;53;50
2000;53;61
2000;53;72
2000;53;145
2000;NA;159
2000;NA;30
2000;53;29
2000;53;105
2000;NA;1
2000;NA;171
2000;NA;29
2000;NA;5
2000;NA;5
2000;NA;6
2000;NA;0
2000;NA;6
2000;NA;2
2000;NA;32
2000;NA;1
2000;NA;4
2000;NA;114
2000;NA;104
2000;NA;94
2000;NA;78
2000;NA;39
2000;NA;65
2000;NA;18
2000;NA;15
2000;NA;50
2000;NA;61
2000;NA;25
2000;NA;20
2000;72;39
2000;72;70
2000;72;0
2000;72;171
2000;72;32
2000;72;9
2000;72;103
2000;72;0
2000;72;22
2000;72;22
2000;72;13
2000;72;0
2000;72;2
2000;72;31
2000;72;5
2000;72;134
2000;72;140
2000;72;6
2000;72;14
2000;72;12
2000;72;35
2000;72;141
2000;72;162
2000;72;99
2000;72;5
2000;72;82
2000;NA;30
2000;NA;19
2000;NA;10
2000;NA;2
2000;NA;43
2000;NA;42
2000;NA;19
2000;NA;6
2000;NA;8
2000;NA;29
2000;NA;1
2000;NA;18
2000;NA;9
2000;NA;11
2000;NA;6
2000;NA;23
2000;NA;14
2000;NA;77
2000;NA;262
2000;NA;124
2000;NA;169
2000;NA;21
2000;NA;34
2000;NA;232
2000;73;77
2000;73;130
2000;NA;15
2000;NA;2
2000;NA;16
2000;NA;4
2000;41;13
2000;18;0
2000;18;0
2000;18;27
2000;18;0
2000;18;71
2000;18;1
2000;18;0
2000;NA;333
2000;NA;115
2000;NA;1
2000;NA;164
2000;NA;42
2000;NA;8
2000;NA;26
2000;NA;21
2000;NA;14
2000;NA;1
2000;NA;1
2000;NA;7
2000;NA;0
2000;NA;3
2000;NA;3
2000;NA;0
2000;NA;5
2000;NA;50
2000;NA;38
2000;17;99
2000;17;50
2000;NA;21
2000;NA;69
2000;NA;21
2000;NA;2
2000;NA;20
2000;NA;1
2000;NA;23
2000;NA;3
2000;NA;4
2000;NA;1
2000;NA;4
2000;NA;2
2000;NA;5
2000;38;107
2000;72;0
2000;72;8
2000;72;54
2000;NA;0
2000;NA;2
2000;NA;2
2000;NA;9
2000;NA;10
2000;NA;42
2000;NA;12
2000;NA;0
2000;NA;0
2000;NA;8
2000;NA;0
2000;NA;22
2000;NA;37
2000;NA;22
2000;NA;45
2000;NA;79
2000;NA;3
2000;NA;11
2000;NA;2
2000;NA;3
2000;NA;3
2000;NA;3
2000;NA;0
2000;NA;1
2000;17;0
2000;NA;18
2000;17;7
2000;17;5
2000;17;112
2000;NA;27
2000;NA;77
2000;NA;1
2000;NA;18
2000;NA;26
2000;NA;86
2000;NA;15
2000;NA;111
2000;NA;1
2000;NA;0
2000;NA;3
2000;22;5
2000;22;7
2000;22;4
2000;22;65
2000;17;57
2000;22;54
2000;22;7
2000;22;95
2000;NA;7
2000;NA;8
2000;NA;6
2000;NA;26
2000;NA;13
2000;NA;13
2000;7;15
2000;7;11
2000;7;0
2000;NA;13
2000;NA;44
2000;NA;15
2000;NA;162
2000;NA;27
2000;NA;15
2000;NA;1
2000;NA;63
2000;22;21
2000;22;7
2000;22;72
2000;22;12
2000;17;9
2000;NA;465
2001;NA;74
2001;NA;3
2001;NA;14
2001;NA;NA
2001;NA;NA
2001;7;NA
2001;7;NA
2001;74;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;4
2001;NA;NA
2001;7;0
2001;7;26
2001;74;22
2001;74;NA
2001;74;NA
2001;74;11
2001;74;NA
2001;74;NA
2001;74;NA
2001;NA;NA
2001;NA;9
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;51
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;27
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;6
2001;NA;NA
2001;NA;33
2001;NA;NA
2001;NA;40
2001;NA;NA
2001;NA;1
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;35
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;13
2001;74;NA
2001;74;7
2001;NA;NA
2001;NA;NA
2001;74;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;1
2001;NA;NA
2001;NA;3
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;3
2001;NA;NA
2001;NA;0
2001;NA;4
2001;74;NA
2001;74;NA
2001;74;NA
2001;74;NA
2001;74;NA
2001;74;NA
2001;74;7
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;74;NA
2001;74;NA
2001;74;NA
2001;74;NA
2001;74;NA
2001;NA;NA
2001;74;NA
2001;NA;NA
2001;NA;12
2001;74;17
2001;7;NA
2001;NA;NA
2001;74;NA
2001;74;NA
2001;74;136
2001;74;21
2001;74;111
2001;74;NA
2001;NA;NA
2001;NA;39
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;74;NA
2001;74;NA
2001;74;NA
2001;74;12
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;11
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;202;NA
2001;202;8
2001;202;5
2001;202;30
2001;202;NA
2001;202;3
2001;202;0
2001;NA;0
2001;NA;0
2001;NA;1
2001;NA;4
2001;202;2
2001;202;2
2001;18;7
2001;18;0
2001;NA;1
2001;NA;3
2001;NA;3
2001;NA;NA
2001;NA;1
2001;NA;NA
2001;NA;0
2001;NA;3
2001;NA;0
2001;NA;NA
2001;NA;NA
2001;NA;17
2001;NA;2
2001;74;54
2001;NA;NA
2001;NA;4
2001;NA;NA
2001;27;1
2001;NA;23
2001;NA;6
2001;NA;33
2001;NA;13
2001;NA;58
2001;NA;29
2001;NA;20
2001;NA;0
2001;NA;6
2001;NA;5
2001;27;4
2001;27;10
2001;NA;68
2001;NA;3
2001;NA;1
2001;7;22
2001;7;NA
2001;74;11
2001;74;123
2001;74;21
2001;74;NA
2001;74;9
2001;7;8
2001;7;2
2001;7;32
2001;NA;0
2001;NA;4
2001;NA;14
2001;NA;0
2001;NA;0
2001;NA;3
2001;NA;0
2001;NA;5
2001;NA;0
2001;NA;26
2001;NA;8
2001;NA;2
2001;NA;1
2001;NA;2
2001;NA;NA
2001;74;18
2001;74;NA
2001;74;NA
2001;74;NA
2001;NA;8
2001;NA;NA
2001;NA;NA
2001;NA;3
2001;52;NA
2001;7;16
2001;NA;9
2001;NA;13
2001;NA;NA
2001;NA;5
2001;74;33
2001;74;5
2001;74;25
2001;74;11
2001;NA;4
2001;NA;2
2001;NA;19
2001;NA;9
2001;NA;58
2001;NA;NA
2001;NA;22
2001;NA;50
2001;NA;0
2001;NA;0
2001;NA;12
2001;NA;1
2001;NA;29
2001;NA;2
2001;NA;NA
2001;NA;11
2001;NA;47
2001;NA;62
2001;NA;22
2001;NA;NA
2001;NA;26
2001;NA;NA
2001;NA;15
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;8
2001;NA;9
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;30
2001;NA;17
2001;NA;NA
2001;NA;36
2001;NA;NA
2001;NA;19
2001;NA;NA
2001;NA;NA
2001;NA;10
2001;NA;NA
2001;NA;10
2001;NA;NA
2001;NA;106
2001;NA;6
2001;NA;210
2001;NA;40
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;11
2001;NA;NA
2001;NA;6
2001;NA;NA
2001;NA;NA
2001;NA;8
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;53
2001;NA;54
2001;NA;NA
2001;NA;NA
2001;NA;30
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;56
2001;NA;48
2001;NA;181
2001;NA;NA
2001;NA;62
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;24
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;16
2001;NA;NA
2001;NA;29
2001;NA;12
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;15
2001;NA;41
2001;NA;21
2001;NA;NA
2001;NA;94
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;30
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;56
2001;NA;NA
2001;NA;11
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;1
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;22
2001;NA;0
2001;NA;NA
2001;NA;6
2001;NA;0
2001;NA;0
2001;NA;0
2001;NA;NA
2001;NA;NA
2001;NA;15
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;35
2001;NA;NA
2001;NA;NA
2001;NA;27
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;7
2001;NA;NA
2001;NA;97
2001;NA;7
2001;NA;NA
2001;NA;0
2001;NA;0
2001;NA;38
2001;NA;0
2001;NA;NA
2001;NA;4
2001;NA;29
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;8
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;37
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;6
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;NA
2001;NA;1
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;0
2001;NA;NA
2001;NA;NA
2001;NA;11
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;80
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;2
2001;NA;11
2001;NA;NA
2001;38;25
2001;38;45
2001;NA;2
2001;38;23
2001;38;7
2001;38;4
2001;38;0
2001;38;5
2001;38;0
2001;38;35
2001;38;3
2001;27;7
2001;27;2
2001;27;10
2001;27;0
2001;27;13
2001;27;12
2001;27;0
2001;NA;18
2001;NA;46
2001;27;1
2001;27;11
2001;NA;10
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;24
2001;NA;NA
2001;NA;NA
2001;NA;4
2001;22;NA
2001;22;NA
2001;22;7
2001;22;4
2001;22;NA
2001;22;4
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;2
2001;NA;NA
2001;NA;1
2001;NA;0
2001;NA;15
2001;NA;8
2001;NA;NA
2001;NA;NA
2001;NA;1
2001;NA;NA
2001;22;0
2001;22;7
2001;NA;16
2001;22;NA
2001;22;NA
2001;NA;NA
2001;NA;NA
2001;18;35
2001;18;20
2001;18;NA
2001;202;0
2001;18;2
2001;NA;NA
2001;NA;NA
2001;NA;26
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;NA
2001;NA;NA
2001;NA;8
2001;NA;21
2001;NA;NA
2001;NA;0
2001;NA;13
2001;NA;NA
2001;NA;0
2001;NA;NA
2001;NA;6
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;5
2001;NA;NA
2001;NA;0
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;3
2001;NA;NA
2001;NA;3
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;0
2001;NA;NA
2001;202;NA
2001;NA;NA
2001;NA;NA
2001;NA;61
2001;NA;27
2001;NA;24
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;3
2001;NA;12
2001;302;NA
2001;302;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;NA
2001;NA;0
2001;NA;0
2001;NA;0
2001;NA;4
2001;NA;0
2001;22;0
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;4
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;20
2001;NA;1
2001;NA;5
2001;NA;52
2001;NA;15
2001;NA;8
2001;NA;51
2001;NA;11
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;302;0
2001;302;0
2001;NA;1
2001;NA;2
2001;NA;4
2001;302;11
2001;302;NA
2001;302;0
2001;302;54
2001;302;7
2001;NA;4
2001;NA;NA
2001;NA;NA
2001;NA;7
2001;NA;NA
2001;NA;NA
2001;NA;NA
2001;NA;0
2001;NA;NA
2001;22;10
2001;17;5
2001;NA;NA
2001;17;0
2001;17;NA
2001;17;0
2001;17;1
2001;17;0
2001;NA;55
2001;NA;0
2001;NA;0
2001;NA;0
2001;NA;NA
2001;NA;NA
2001;NA;2
2001;NA;0
2001;NA;NA
2001;NA;0
2001;NA;0
2001;NA;9
2001;NA;1
2001;NA;2
2001;NA;3
2001;NA;0
2001;NA;19
2001;NA;31
2001;NA;7
2001;202;NA
2001;202;0
2001;202;NA
2001;202;1
2001;202;1
2001;202;NA
